id;author_name
900;Frank Warren
901;Mary Norton, Beth Krush, Joe Krush
902;Alexandra Bracken
903;Norman Vincent Peale
904;Edith Wharton, Nina Bawden
905;Hiro Mashima, William Flanagan
906;Patrick Rothfuss, Nate  Taylor
907;Solomon Northup
908;Nathaniel Philbrick
909;Ayaan Hirsi Ali
910;Nassim Nicholas Taleb
911;Aleksandr Solzhenitsyn, H.T. Willetts
912;Walter M. Miller Jr.
913;Colm TÃ³ibÃ­n
914;Lauren DeStefano
915;J.D. Vance
916;Stephen Crane
917;Randall Munroe
918;Steven Erikson
919;Paulo Coelho
920;Anne Tyler
921;Colson Whitehead
922;Cora Carmack
923;J.M. Coetzee
924;Arnold Lobel
925;B.A. Paris
926;Michael Shaara
927;Sharon M. Draper
928;Amanda Hocking
929;Boris Pasternak, Max Hayward, Manya Harari, John Bayley
930;Blake Crouch
931;P.D. James
932;Edith Wharton
933;Jane Hamilton, Frank  Muller, C.J. Critt
934;O. Henry, Lisbeth Zwerger
935;Tom Wolfe
936;William S. Burroughs, James Grauerholz, Barry  Miles
937;Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson
938;Ursula K. Le Guin, Lech JÄ™czmyk
939;John Green, Maureen Johnson, Lauren Myracle
940;Atul Gawande
941;Henrik Ibsen, Michael   Meyer
942;James A. Michener
943;Richard Yates
944;Rachel Cohn, David Levithan
945;Tom Stoppard, Henry Popkin
946;Alex Garland
947;Beth Hoffman, Jenna Lamia
948;Beverly Cleary
949;Raymond E. Feist
950;Jennifer Crusie
951;Nelson Mandela
952;Bryce Courtenay
953;Dashiell Hammett
954;Daniel Goleman
955;Munro Leaf, Robert Lawson
956;Walter Scott
957;Kiersten White
958;Adriana Trigiani
959;Nora Roberts, MacLeod Andrews
960;Andre Agassi, J.R. Moehringer
961;Anthony Horowitz
962;Lee Child, Dick Hill
963;Francine Rivers, Richard Ferrone
964;Daniel H. Pink
965;Mark Twain
966;Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings
967;Jean-Paul Sartre, Lloyd Alexander, Hayden Carruth
968;John Eldredge
969;Arthur Conan Doyle, Peter Ackroyd, Ed Glinert
970;Jan Brett
971;Doreen Cronin, Betsy Lewin
972;Kendare Blake
973;Terry Goodkind, Dick Hill
974;Avi
975;Robert Goolrick
976;Leif Enger
977;Janette Sebring Lowrey, Gustaf Tenggren
978;Maeve Binchy
979;Kate Jacobs
980;David Foster Wallace
981;Emma Chase
982;John Wyndham
983;Patrick deWitt, Marcelo BarbÃ£o
984;Shilpi Somaya Gowda
985;Paulo Coelho, Montserrat Mira
986;William Shakespeare, Katherine Duncan-Jones
987;Maureen Johnson
988;Ron Hall, Denver Moore, Lynn Vincent
989;Tracy Kidder
990;Mark  Lawrence
991;Jane Hamilton
992;Nancy Farmer
993;Walt Whitman
994;D.H. Lawrence, Doris Lessing, Chester Brown
995;George S. Clason
996;David Eddings, Leigh Eddings
997;Elizabeth Strout, Goran Skrobonja
998;Sarah Addison Allen
999;Frederick Douglass
1000;Greg Behrendt, Liz Tuccillo
1001;Rudyard Kipling, Alev Lytle Croutier
1002;Rachel Caine
1003;John Eldredge, Stasi Eldredge
1004;Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King
1005;Ruth Ozeki
1006;Tucker Max
1007;Jay Crownover, Charlotte Connan de vries
1008;Robert B. Cialdini
1009;Edgar Allan Poe, Stephen Marlowe
1010;Louise Fitzhugh
1011;Sarah Waters
1012;Marian Keyes
1013;Louise Penny
1014;John Ajvide Lindqvist
1015;Edgar Allan Poe, Benjamin F. Fisher
1016;Morgan Matson
1017;Oswald Chambers
1018;Andrea Cremer
1019;Lewis Carroll, John Tenniel
1020;Cornelia Funke
1021;Naomi Novik
1022;Alfred Lansing
1023;Rebecca Stead
1024;Phyllis Reynolds Naylor
1025;Jo NesbÃ¸, Don Bartlett
1026;Stephen Kendrick, Alex Kendrick
1027;Ben Sherwood
1028;Rebecca Donovan
1029;Sidney Sheldon
1030;M.C. Escher, Bruce Brooks Pfeiffer
1031;Donna Woolfolk Cross
1032;Sebastian Faulks
1033;Joshua Foer
1034;Sue Miller
1035;James Patterson, Maxine Paetro
1036;Norman Bridwell
1037;Katy Evans
1038;Anne BrontÃ«, Stevie Davies
1039;Walter Farley, Keith Ward
1040;Tomie dePaola
1041;R.L. Mathewson
1042;David Bayles, Ted Orland
1043;Hayden Herrera
1044;C.C. Hunter
1045;Mo Willems
1046;Henry James, Patricia Crick
1047;Edgar Allan Poe, Gustave DorÃ©
1048;Charlotte Perkins Gilman
1049;Noah Hawley
1050;Ù…Ø­Ù…Ø¯ ØµØ§Ø¯Ù‚
1051;B.A. Shapiro
1052;Marilynne Robinson
1053;Thomas Pynchon
1054;Philip K. Dick, David Alabort, Manuel EspÃ­n
1055;Terry Brooks
1056;L.J. Smith
1057;Ann-Marie MacDonald
1058;Tracey Garvis-Graves
1059;Miep Gies, Alison Leslie Gold
1060;Clive Cussler
1061;Michael Bond, Peggy Fortnum
1062;Nelson DeMille
1063;Rumiko Takahashi
1064;David Seltzer
1065;Tom Rob Smith
1066;Nancy E. Turner
1067;Paulo Coelho, Amanda Hopkinson, Nick Caistor
1068;Audrey Penn, Ruth E. Harper, Nancy M. Leak
1069;John Elder Robison
1070;Sherrilyn Kenyon
1071;James Patterson, Gabrielle Charbonnet
1072;Curtis Sittenfeld
1073;Anthony Kiedis, Larry Sloman
1074;Margaret Atwood, Brigitte Walitzek
1075;Richard Bach
1076;Gail Carriger
1077;Lisa McMann
1078;Siddhartha Mukherjee
1079;Deepak Chopra
1080;Anne Lamott
1081;Kerstin Gier, Anthea Bell
1082;Timothy Zahn
1083;Robin Cook
1084;Louise L. Hay
1085;Emma Straub
1086;Oliver PÃ¶tzsch, Lee Chadeayne
1087;Patricia C. Wrede, Peter de SÃ¨ve
1088;John Sandford
1089;Tami Hoag
1090;Melanie Benjamin
1091;David Shannon
1092;William Strunk Jr., E.B. White
1093;Henry James
1094;R.A. Salvatore
1095;Larry Niven, Jerry Pournelle
1096;John  Williams, John McGahern
1097;David Cote, Stephen Schwartz, Joan Marcus, Winnie Holzman
1098;Garth Ennis, Steve Dillon, Joe R. Lansdale
1099;Edmond Rostand, Eteel Lawson, Lowell Bair
1100;Anne Fadiman
1101;J. Kenner
1102;Neil Gaiman, Steve Parkhouse, Chris Bachalo, Michael Zulli, Mike Dringenberg, Malcolm Jones III, Todd Klein, Clive Barker
1103;Eleanor H. Porter
1104;Neil Gaiman, J.H. Williams III, Dave Stewart, Todd Klein
1105;Anthony  Ryan
1106;Howard Pyle
1107;Lawrence Hill
1108;Anonymous, Richard Francis Burton, A.S. Byatt
1109;Lily King
1110;Haruki Murakami
1111;Beverly Cleary, Louis Darling, Tracy Dockray
1112;Carrie Ryan
1113;Eleanor Catton
1114;Chip Heath, Dan Heath
1115;Piers Paul Read
1116;Joyce Meyer
1117;Ø£Ø«ÙŠØ± Ø¹Ø¨Ø¯Ø§Ù„Ù„Ù‡ Ø§Ù„Ù†Ø´Ù…ÙŠ
1118;Richard Castle
1119;Amazon
1120;Iain Banks
1121;Marisha Pessl
1122;Rob Lowe
1123;Kevin Kwan
1124;Robert Dugoni
1125;Mike Mignola, John Byrne
1126;Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel
1127;Shirley Jackson, Laura   Miller
1128;Hunter S. Thompson
1129;Dodie Smith
1130;John Jakes
1131;Marcus Aurelius, Martin Hammond, Diskin Clay
1132;Dave Barry, Ridley Pearson, Greg Call
1133;A.S. Byatt
1134;Sigmund Freud
1135;Peter Straub
1136;Mary Karr
1137;Raine Miller
1138;Jeff VanderMeer
1139;Stephen Hawking, Leonard Mlodinow
1140;Reza Aslan
1141;Jan-Philipp Sendker, Kevin Wiliarty
1142;Iain M. Banks
1143;David J. Schwartz
1144;Carlo Collodi, John Boyne, Monteiro Lobato, Unknown
1145;Robin LaFevers
1146;Stormie Omartian
1147;Henry Miller
1148;Brian Sibley
1149;Leo Tolstoy, Aylmer Maude
1150;Alice Hoffman
1151;John Howard Griffin
1152;Jonathan Kellerman
1153;Robert James Waller
1154;Mark Bittman
1155;Wassily Kandinsky
1156;Winston Groom
1157;Albert Camus, Justin O'Brien
1158;Wilkie Collins, Carolyn G. Heilbrun
1159;Italo Calvino, William Weaver
1160;Patricia MacLachlan
1161;ÙŠÙˆØ³Ù Ø²ÙŠØ¯Ø§Ù†
1162;David Sedaris, Ian Falconer
1163;BrenÃ© Brown
1164;Eben Alexander
1165;A.J. Jacobs
1166;Katherine Dunn
1167;Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald
1168;Robert Penn Warren
1169;Vince Flynn
1170;Hannah Kent
1171;Peter Mayle
1172;Kate DiCamillo, Bagram Ibatoulline
1173;Martin Cruz Smith
1174;Tara Conklin
1175;Karen Hesse
1176;Elizabeth Wein
1177;Anonymous, N.K. Sandars
1178;Anna Godbersen
1179;Philip Roth
1180;Gena Showalter
1181;Elizabeth Berg
1182;Roberto Aguirre-Sacasa, Mike Perkins, Laura       Martin, Stephen King
1183;Hermann Hesse
1184;Yoshiki Nakamura, Tomo Kimura
1185;Frank Miller
1186;Paolo Bacigalupi
1187;Oscar Wilde, Richard Allen Cave
1188;Ilona Andrews
1189;IrÃ¨ne NÃ©mirovsky, Sandra Smith
1190;Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans
1191;Grant Morrison, Dave McKean
1192;Hillary Jordan
1193;Mark Bowden
1194;V.E. Schwab, Victoria Schwab
1195;David Grann
1196;Trudi Canavan
1197;Patricia McCormick
1198;Jane Smiley
1199;Lloyd Alexander
1200;Ian Falconer
1201;Kent Haruf
1202;Daniel Clowes
1203;Ivan Turgenev, George Reavy, Jane Costlow
1204;Eliyahu M. Goldratt, Jeff Cox
1205;Claudia Gray
1206;Ashlee Vance
1207;Homer, Robert Fagles, Bernard Knox
1208;Mark Waid, Alex Ross, Elliot S. Maggin
1209;Henri CharriÃ¨re
1210;Chris Colfer, Brandon Dorman
1211;David Ebershoff
1212;Walter Dean Myers
1213;Kevin Hearne
1214;Kim Stanley Robinson
1215;Charlotte Perkins Gilman, Elaine Hedges
1216;H.G. Wells, Alfred MacAdam
1217;Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway
1218;Peter Thiel, Blake  Masters
1219;Charles Dickens, Katharine Kroeber Wiley
1220;Jim Gaffigan
1221;Ron Chernow
1222;Dr. Seuss, Various
1223;Nikolai Gogol, Robert A. Maguire
1224;Elle Kennedy
1225;Arlene Mosel, Blair Lent
1226;Tina Reber
1227;Penelope Douglas
1228;Alison Weir
1229;Yevgeny Zamyatin, Clarence Brown
1230;Alan Paton
1231;Brian Froud, Alan Lee
1232;Gregory Maguire
1233;Thomas Hardy
1234;Shirley Jackson
1235;Aprilynne Pike
1236;Cecily von Ziegesar
1237;Yuval Noah Harari
1238;Chelsea Handler, Johnny Kansas, Stephanie Stehling, Heather McDonald, Roy Handler, Brad Wollack, Amber Mazzola, Josh Wolf, Shoshanna Handler, Eva Magdalenski, Amy Meyer, Glen Handler, Dave Mallow, Sarah Colonna
1239;M. Leighton
1240;Henning Mankell, Steven T. Murray
1241;James Patterson, Keith David, Anthony Heald
1242;Shari Lapena
1243;Ann Leckie
1244;James C. Collins, Jerry I. Porras
1245;Allen Eskens
1246;Eric Wilson
1247;Jack Higgins
1248;David Wong
1249;Carl Sagan, Ann Druyan
1250;Lucy Christopher
1251;StanisÅ‚aw Lem
1252;Elizabeth Wurtzel
1253;Daniel J. Levitin
1254;Julia Quinn
1255;Lorraine Hansberry
1256;Richard K. Morgan
1257;A.J. Banner
1258;Jean-Dominique Bauby, Jeremy Leggatt
1259;Chevy Stevens
1260;Charles C. Mann
1261;Kay Redfield Jamison
1262;Sarah  Young
1263;Edward Albee
1264;Andrzej Sapkowski
1265;Umberto Eco, William Weaver
1266;Jacqueline Carey
1267;Eric Metaxas
1268;A.W. Tozer
1269;Jacqueline Winspear
1270;Dot Hutchison
1271;R.K. Lilley
1272;Alexandra Adornetto
1273;Kiran Desai
1274;Johann Wolfgang von Goethe, Burton Pike
1275;Alexandra Fuller
1276;Robin McKinley
1277;Angie Sage, Mark Zug
1278;Ø³Ø¹ÙˆØ¯ Ø§Ù„Ø³Ù†Ø¹ÙˆØ³ÙŠ, Saud Alsanousi
1279;Rae Carson
1280;Ann Aguirre
1281;Dava Sobel, Neil Armstrong
1282;Johann Wolfgang von Goethe, Peter Salm
1283;James W. Loewen
1284;Joe Hill, Gabriel RodrÃ­guez
1285;Alexandra Ripley
1286;Blaine Harden
1287;Sarah Thornton
1288;J.R.R. Tolkien, Christopher Tolkien, Alan Lee
1289;Dave Ramsey
1290;Richard Atwater, Florence Atwater, Robert Lawson
1291;E.B. White, Fred Marcellino
1292;George Saunders
1293;Thomas J. Stanley, William D. Danko
1294;Bob Dylan
1295;George Selden, Garth Williams
1296;Patrick Lencioni
1297;William S. Burroughs, Oliver  Harris, Allen Ginsberg
1298;Roger Fisher, William Ury, Bruce Patton
1299;Kerry Lonsdale
1300;Samantha Towle
1301;Madeline Miller
1302;Amy Schumer
1303;Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan MascarÃ³
1304;Paul Auster, Art Spiegelman
1305;Pam MuÃ±oz Ryan
1306;Candace Bushnell
1307;Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner
1308;Dave Cullen
1309;Laila Ibrahim
1310;Mark Owen, Kevin Maurer
1311;Laura Moriarty
1312;Neil Gaiman, Matt Wagner, George Pratt, Dick Giordano, Kelley Jones, P. Craig Russell, Mike Dringenberg, Malcolm Jones III, Todd Klein, Harlan Ellison
1313;George Eliot
1314;Clare Mackintosh
1315;H.G. Bissinger
1316;David Sheff
1317;Ovid, David Raeburn, Denis Feeney
1318;Julia Alvarez
1319;Robert Morgan
1320;Bo Hampton, Tracey Hampton, Washington Irving
1321;Jen Lancaster
1322;Wallace Stegner
1323;John le CarrÃ©
1324;Elin Hilderbrand
1325;Tad Williams
1326;Marjane Satrapi
1327;Jan Karon
1328;Tony Hsieh
1329;Erika Johansen
1330;Gordon Korman
1331;Holly Black
1332;Colleen Hoover, Tarryn Fisher
1333;Elizabeth Haynes
1334;Richard Lancelyn Green, Ronald Knox, Julian Symons, Various
1335;James Rollins
1336;E.M. Forster, Oliver Stallybrass, Pankaj Mishra
1337;Rachel Hartman
1338;Erich Segal
1339;Kevin Henkes
1340;Wendy Higgins
1341;Herman Wouk
1342;Stephen King, Jae Lee
1343;Bernard Cornwell
1344;Michael E. Gerber
1345;James Howe, Deborah Howe, Alan Daniel
1346;Jussi Adler-Olsen, Lisa Hartford
1347;Gabriel GarcÃ­a MÃ¡rquez
1348;John Connolly
1349;Bill Clinton
1350;Frank Miller, Lynn Varley
1351;Linda Sue Park
1352;Nobuhiro Watsuki, Kenichiro Yagi
1353;Miranda Kenneally
1354;Joe Simpson
1355;Simms Taback
1356;Dan Millman
1357;Barbara Demick
1358;Jack Welch, Suzy Welch
1359;Gail McHugh
1360;Jonah Lehrer
1361;Laurie R. King
1362;Jean de Brunhoff, Merle S. Haas
1363;Tom Rachman
1364;Katja Millay
1365;Marjane Satrapi, Anjali Singh
1366;Jenny Downham
1367;Julia Child, Simone Beck, Louisette Bertholle
1368;Kazue Kato, John Werry
1369;Mohsin Hamid
1370;Jennifer A. Nielsen
1371;John Updike
1372;Daniel Todd Gilbert
1373;T.S. Eliot
1374;Else Holmelund Minarik, Maurice Sendak
1375;Holly Black, Tony DiTerlizzi
1376;David Platt
1377;Robert Greene, Joost Elffers
1378;Jean Craighead George
1379;Susanna Kearsley, Rosalyn Landor
1380;Peter Lerangis
1381;Hubert Selby Jr., Darren Aronofsky, Richard Price
1382;Erin Hunter
1383;Dee Brown
1384;WÅ‚adysÅ‚aw Szpilman, Anthea Bell
1385;Maya Banks
1386;Ian Edginton, Oscar Wilde, I.N.J. Culbard
1387;Robert McCammon
1388;China MiÃ©ville
1389;Carrie Jones
1390;Geoffrey Crayon, Washington Irving, William L. Hedges
1391;David Wilkerson, John Sherrill, Elizabeth Sherrill
1392;Cynthia Lord
1393;Karen Russell
1394;Mark Kurlansky
1395;Charlotte BrontÃ«, A.S. Byatt, ÎœÎ±ÏÎ¯Î± Î›Î±ÏŠÎ½Î¬, Ignes Sodre
1396;Og Mandino
1397;Ian Fleming
1398;Paullina Simons
1399;A.G. Riddle
1400;Julie James
1401;Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson
1402;Peter Heller
1403;Haruki Murakami, æ‘ä¸Š æ˜¥æ¨¹
1404;Sheila Burnford
1405;Grant Morrison, Frank Quitely
1406;Fiona Barton
1407;Patrick Carman
1408;Marie Rutkoski
1409;Sapphire
1410;Atsushi Ohkubo
1411;William Kent Krueger
1412;Gene Luen Yang
1413;Eugene Bradley Coco, Ron Dias, Walt Disney Company
1414;K.A. Tucker
1415;Christopher Marlowe
1416;Anthony Robbins, Tony Robbins, Frederick L. Covan
1417;Diane Chamberlain
1418;Octavia E. Butler
1419;Henry Cloud, John Townsend
1420;Philip Roth, Luca Marinelli
1421;John C. Maxwell, Zig Ziglar
1422;J. Sterling
1423;Sarah Ban Breathnach
1424;Moira Young
1425;Edgar Rice Burroughs, John Seelye
1426;Victoria Finlay
1427;Ernest J. Gaines
1428;Gene Zion, Margaret Bloy Graham
1429;Hiro Fujiwara
1430;Nick Bantock
1431;Ø£Ø­Ù…Ø¯ Ø®Ø§Ù„Ø¯ ØªÙˆÙÙŠÙ‚
1432;Ann Rule
1433;Louis Sachar, Joel Schick
1434;Julie Orringer, Arthur Morey
1435;Thomas Hardy, Keith Wilson
1436;Jo NesbÃ¸
1437;Anne Rice, Tim Curry
1438;Ben Aaronovitch
1439;Vikram Seth
1440;Amy Sedaris
1441;Peter  Swanson
1442;Patricia Schultz
1443;Max Lucado
1444;Renee Ahdieh
1445;Nicholas D. Kristof, Sheryl WuDunn
1446;Daniel Handler, Maira Kalman
1447;Mary Doria Russell
1448;Charlie N. Holmberg
1449;Steve Harvey
1450;Candice Millard
1451;Shirley Jackson, Jonathan Lethem
1452;Emerson Eggerichs
1453;Richard Wright, Jerry W. Ward Jr.
1454;Lalita Tademy
1455;James D. Bradley, Ron Powers
1456;Mahatma Gandhi
1457;Lance Armstrong, Sally Jenkins
1458;Helen Macdonald
1459;Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata
1460;Karuho Shiina, Tomo Kimura
1461;C.J. Roberts
1462;James Allen
1463;Nina George, Simon Pare
1464;Ann Voskamp
1465;Robert Bloch
1466;Alistair MacLean, Clint Willis
1467;Rupi Kaur
1468;Rosamund Lupton
1469;Liu Cixin, Ken Liu
1470;Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson
1471;Julia Glass
1472;Benjamin Franklin, Lewis Leary
1473;Timothy J. Keller
1474;W. Chan Kim, RenÃ©e Mauborgne
1475;Audrey Wood, Don    Wood
1476;Matthew FitzSimmons
1477;Vernor Vinge
1478;Caroline B. Cooney
1479;Robert Lopshire
1480;Sophie Jordan
1481;Jessica Park
1482;Richard Flanagan
1483;A.N. Roquelaure, Anne Rice
1484;Jennifer Worth
1485;Susan Elizabeth Phillips
1486;Stendhal, Roger Gard
1487;Catherine Fisher
1488;Bev Vincent
1489;Josephine Angelini
1490;N.H. Kleinbaum
1491;Emily Bleeker
1492;Paramahansa Yogananda
1493;Alvin Schwartz, Stephen Gammell
1494;John Hersey
1495;Jennifer Brown
1496;Kasie West
1497;Karen Armstrong
1498;Pablo Neruda, W.S. Merwin, Cristina GarcÃ­a
1499;Thomas More, Paul Turner
1500;Pseudonymous Bosch, Gilbert Ford
1501;Danielle  Paige
1502;Aimee Bender
1503;Dai Sijie, Ina Rilke
1504;Roxane Gay
1505;Amy Chua
1506;Noelle Stevenson
1507;Giada De Laurentiis
1508;Jeanette Winterson
1509;Ravinder Singh
1510;Betty MacDonald, Alexandra Boiger
1511;Dan   Harris
1512;Ina Garten, Quentin Bacon
1513;Sena Jeter Naslund
1514;CLAMP, Anthony Gerard
1515;Darren Shan
1516;Alan Moore, Kevin O'Neill
1517;M.T. Anderson
1518;Nalini Singh
1519;Euripides, Rex Warner
1520;Cinda Williams Chima
1521;Hannah Hurnard
1522;Charles Burns
1523;Therese Anne Fowler
1524;Catherine Ryan Hyde
1525;Martha Hall Kelly
1526;Anthony Marra
1527;Will Schwalbe
1528;Lauren Barnholdt
1529;Warren Ellis, Darick Robertston, Garth Ennis
1530;George W. Bush
1531;Jean Craighead George, John Schoenherr
1532;Jon Meacham
1533;Mia Sheridan
1534;Alyson Richman
1535;Umberto Eco, Girolamo De Michele, Alastair McEwen
1536;Robert Graves
1537;Joelle Charbonneau
1538;Kirsty Moseley
1539;Darynda Jones
1540;Amanda Lindhout, Sara Corbett
1541;Vera Brosgol
1542;Jean Rhys
1543;John Fowles
1544;Caroline Kepnes
1545;Colleen Houck
1546;Jacqueline Woodson
1547;Mira Grant
1548;Gwyn Hyman Rubio
1549;Steve Berry
1550;Katherine Howe
1551;Kylie Scott
1552;Emma Healey
1553;Isabel Wilkerson
1554;Claire North
1555;Carlos Ruiz ZafÃ³n
1556;Barbara W. Tuchman, Robert K. Massie
1557;John Marsden
1558;Robert M. Edsel, Bret Witter
1559;Ava Dellaira
1560;Helen Bryan
1561;Yaa Gyasi
1562;Mark Millar, John Romita Jr., Rob Liefeld
1563;ImmaculÃ©e Ilibagiza, Steve Erwin
1564;JoÃ«l Dicker
1565;CLAMP, Shirley Kubo
1566;Koushun Takami, Yuji Oniki
1567;Nevil Shute
1568;Sophia Amoruso
1569;Elizabeth Peters
1570;Daniel Silva
1571;Edward Gorey
1572;Terry Pratchett, Stephen Baxter
1573;Steven Pressfield, Robert McKee
1574;Raymond Carver
1575;Michael J. Sullivan
1576;W. Somerset Maugham, Benjamin DeMott, Maeve Binchy
1577;Lisa Gardner
1578;Virginia Lee Burton
1579;Vicki Myron, Bret Witter
1580;Soman Chainani
1581;Margret Rey, H.A. Rey
1582;Naoko Takeuchi
1583;Raina Telgemeier, Gurihiru
1584;Sarah Vowell
1585;Roger Zelazny
1586;MaryJanice Davidson
1587;Joseph Campbell, Bill Moyers
1588;Jo Baker
1589;Cary Elwes, Joe Layden, Various, Rob Reiner
1590;Peggy Rathmann
1591;Robyn Schneider
1592;Jude Watson
1593;Frank W. Abagnale, Stan Redding
1594;Gary Zukav
1595;Josh Malerman
1596;Dan Wells
1597;Timothy Egan
1598;Ellen Marie Wiseman
1599;Scott Snyder, Greg Capullo, Jonathan Glapion
1600;Raymond Khoury
1601;Kathy Griffin
1602;Milan Kundera, Aaron Asher
1603;Nicholas Evans
1604;Sherry Argov
1605;Edwin A. Abbott, Banesh Hoffmann
1606;Tim Tharp
1607;Erich Fromm, Peter D. Kramer, Rainer Funk
1608;Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein
1609;Mary E. Pearson
1610;Eleanor Brown
1611;Tom Perrotta
1612;Mihaly Csikszentmihalyi
1613;Portia de Rossi
1614;Lisa Kleypas
1615;Carl Bernstein, Bob Woodward
1616;George Eliot, A.S. Byatt
1617;Gary Shteyngart
1618;Michelle Rowen, Richelle Mead
1619;Douglas R. Hofstadter
1620;Robert Frost, Edward Connery Lathem
1621;Rodman Philbrick
1622;Philip Yancey
1623;Ã…sne Seierstad, Ingrid Christopherson
1624;D.J. MacHale
1625;Chelsea M. Cameron
1626;Arthur Hailey
1627;Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris
1628;Beverly Cleary, Alan Tiegreen
1629;Alexander Pushkin, James E. Falen
1630;Amie Kaufman, Meagan Spooner
1631;Alison Goodman
1632;Carolyn Keene, Russell H. Tandy, Sara Paretsky
1633;Hugh Lofting, Michael Hague
1634;Isabel Allende, Nick Caistor, Amanda Hopkinson
1635;Lara Adrian
1636;D.H. Lawrence, Geoff Dyer
1637;Barbara Taylor Bradford
1638;Nicole  Williams
1639;Sarah Ockler
1640;Robert T. Kiyosaki, Sharon L. Lechter
1641;Camilla LÃ¤ckberg, Steven T. Murray
1642;Donna Mabry
1643;Georgia Cates
1644;Mary Higgins Clark
1645;Franz Kafka, Jason Baker, Donna Freed
1646;Thrity Umrigar
1647;Unknown, Burton Raffel, Neil D. Isaacs
1648;Jerome K. Jerome
1649;Edward Abbey
1650;Tom Rath
1651;Edward Rutherfurd
1652;Bella Forrest
1653;Madeleine Wickham
1654;Edgar Allan Poe, Byron Glaser, Bill D. Fountain
1655;Jean Kwok
1656;Leonardo da Vinci, H. Anna Suh
1657;Mollie Katzen
1658;Orhan Pamuk, ErdaÄŸ M. GÃ¶knar
1659;Carlos Castaneda
1660;Marcia Brown
1661;John   Williams
1662;Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos
1663;Catherine Marshall
1664;Carol S. Dweck
1665;Richard H. Thaler, Cass R. Sunstein
1666;Susan Cooper
1667;Richard Paige, Dean Koontz
1668;Kate Mosse
1669;Joseph J. Ellis
1670;Kerstin Gier
1671;Lawrence Wright
1672;Young Kim, Stephenie Meyer
1673;Samuel Taylor Coleridge, Gustave DorÃ©
1674;Robert Munsch, Michael Martchenko
1675;H. Rider Haggard
1676;Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub
1677;Hermann Hesse, Ursule Molinaro
1678;Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein
1679;Samantha Shannon
1680;Charles Dickens, Helen Small, Stephen Wall
1681;Jacqueline Susann
1682;Radwa Ashour, Ø±Ø¶ÙˆÙ‰ Ø¹Ø§Ø´ÙˆØ±
1683;Michael Rosen, Helen Oxenbury
1684;James Patterson, Howard Roughan
1685;Peter F. Hamilton
1686;Thomas Rockwell
1687;Edgar Allan Poe, Philip Pullman
1688;Heather Gudenkauf
1689;David Herbert Donald
1690;Graham Greene, Robert  Stone
1691;Katie Ashley
1692;Patrick O'Brian
1693;Akira Toriyama
1694;Alastair Reynolds
1695;Rachel RenÃ©e Russell
1696;Kresley Cole
1697;Nicholas Sparks, Micah Sparks
1698;Amy Plum
1699;Anne Morrow Lindbergh
1700;John Perkins
1701;Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner
1702;Sejal Badani
1703;Amanda Coplin
1704;Mikhail Lermontov, Paul Foote
1705;Edmund Morris
1706;M.M. Kaye
1707;Jasinda Wilder
1708;Donna VanLiere
1709;Rory Freedman, Kim Barnouin
1710;Kristen Ashley
1711;Alice Schroeder
1712;Julie Garwood
1713;Orhan Pamuk, Maureen Freely
1714;Betty Crocker
1715;James Patterson, Michael Ledwidge
1716;Holly Goldberg Sloan
1717;Nora Roberts, Angela Dawe
1718;Richard Connell
1719;Cory Doctorow
1720;Jalaluddin Rumi, Coleman Barks
1721;William R. Forstchen
1722;Helen Gardner, Fred S. Kleiner, Christin J. Mamiya
1723;Miranda July
1724;Jack Canfield, Mark Victor Hansen
1725;Brian Froud, Terry Windling
1726;Jane Yolen
1727;Alan Weisman
1728;Anne BrontÃ«, Angeline Goreau
1729;Ami McKay
1730;Ingrid Law
1731;Bill Simmons
1732;Ø¹Ø§Ø¦Ø¶ Ø§Ù„Ù‚Ø±Ù†ÙŠ
1733;A.P.J. Abdul Kalam, Arun Tiwari
1734;Nate Silver
1735;Gary Russell
1736;Olivia Cunning
1737;Marjorie Flack, Kurt Wiese
