id;book_id;books_count;authors_id;pub_year;title_id;reviews_count
1615;6480781;60;960;2009;1615;4781
1616;136782;113;961;2000;1616;4333
1617;21745;82;962;2002;1617;1787
1618;95617;36;963;1993;1618;2647
1619;8726744;11;3;2005;1619;335
1620;14817;97;627;1977;1620;2181
1621;6452796;63;964;2008;1621;3120
1622;162898;798;965;1889;1622;2050
1623;106069;36;966;1997;1623;1670
1624;298275;187;967;1938;1624;1959
1625;1846;75;968;2001;1625;1581
1626;5217282;12;662;2009;1626;2700
1627;3507;49;158;2006;1627;1971
1628;12287209;12;490;2011;1628;3651
1629;13662;118;409;1970;1629;1730
1630;3475161;28;315;2009;1630;2144
1631;608474;846;969;1890;1631;3132
1632;967494;34;970;1929;1632;968
1633;31338;61;156;1995;1633;1373
1634;2402971;69;599;2008;1634;2558
1635;766955;39;971;1999;1635;2220
1636;1412138;33;631;2008;1636;3002
1637;9378297;50;972;2011;1637;8656
1638;253058;55;973;1997;1638;835
1639;310146;51;974;1990;1639;2750
1640;4929705;59;975;2009;1640;9542
1641;248596;136;39;1962;1641;4526
1642;11334;86;255;1977;1642;2356
1643;318525;65;216;1986;1643;842
1644;227571;30;976;2001;1644;6128
1645;22285;61;149;2007;1645;2720
1646;9534;44;56;2000;1646;1402
1647;7704143;13;837;2010;1647;4027
1648;505304;39;977;1942;1648;707
1649;5196;73;978;1998;1649;1755
1650;37677;148;267;1906;1650;483
1651;13188676;41;433;2014;1651;11887
1652;568645;55;444;2007;1652;3079
1653;285205;40;631;2007;1653;3154
1654;12216302;19;315;2012;1654;4146
1655;17204;58;979;2006;1655;8046
1656;38743;53;642;1973;1656;742
1657;6759;56;980;1996;1657;7051
1658;18297707;53;981;2013;1658;8633
1659;530965;162;982;1951;1659;2372
1660;9850443;66;983;2011;1660;7002
1661;6905012;40;984;2010;1661;4904
1662;6693;183;124;1970;1662;2813
1663;68591;139;985;1990;1663;2675
1664;18521;340;685;1929;1664;3573
1665;1268479;41;278;2009;1665;4548
1666;42038;656;986;1592;1666;755
1667;8492856;31;310;2011;1667;4082
1668;23437156;48;646;2015;1668;17068
1669;17020;35;987;2005;1669;4329
1670;104189;35;988;2005;1670;6412
1671;23734628;51;127;2015;1671;14621
1672;10235;42;989;2003;1672;4220
1673;18149927;38;885;2013;1673;3703
1674;9579634;1;990;2011;1674;4673
1675;5187;18;991;1988;1675;1139
1676;9593;92;53;1985;1676;2134
1677;7661;92;68;2006;1677;2686
1678;13376;53;992;2002;1678;5419
1679;27494;624;993;1855;1679;1671
1680;114159;76;588;2004;1680;1185
1681;32067;672;994;1928;1681;3780
1682;10079321;44;402;2011;1682;5446
1683;1171;44;636;1989;1683;1678
1684;1052;187;995;1926;1684;2524
1685;10915;55;52;2001;1685;2992
1686;189802;25;996;1995;1686;354
1687;53764;18;101;1977;1687;165
1688;25893709;49;997;2016;1688;8732
1689;1158967;74;998;2007;1689;8745
1690;8058301;25;315;2011;1690;3654
1691;36529;660;999;1845;1691;2762
1692;10412;62;1000;2004;1692;3216
1693;44659;67;859;1982;1693;2210
1694;40317;43;158;2007;1694;2214
1695;41684;227;1001;1895;1695;854
1696;27266;55;1002;2006;1696;4316
1697;11413;54;1003;2004;1697;1777
1698;342445;20;1004;2007;1698;832
1699;21104828;60;421;2015;1699;7964
1700;15811545;58;1005;2013;1700;8242
1701;9010;30;1006;2006;1701;4292
1702;17200687;29;1007;2012;1702;5399
1703;17799;129;305;1992;1703;3401
1704;9592;103;53;1961;1704;2195
1705;28815;114;1008;1984;1705;1980
1706;32559;75;1009;1960;1706;304
1707;232576;61;1010;1964;1707;1980
1708;20821087;54;1011;2014;1708;7091
1709;16433;67;264;2005;1709;2419
1710;7507825;80;234;2010;1710;5259
1711;82748;76;1012;2000;1711;1237
1712;338691;73;1013;2005;1712;7161
1713;9300;65;1012;1995;1713;1427
1714;12557;66;94;1991;1714;1750
1715;943402;97;1014;2004;1715;4814
1716;12971616;59;248;2012;1716;4207
1717;32552;12;1015;1849;1717;87
1718;5454;77;96;2003;1718;2169
1719;32435;77;264;1983;1719;1005
1720;7664334;35;1016;2010;1720;7453
1721;175510;134;1017;1926;1721;652
1722;34494;100;304;2003;1722;
1723;11710373;39;109;2014;1723;5617
1724;7402393;53;1018;2010;1724;
1725;6324090;3296;1019;1865;1725;5047
1726;100464;71;1020;1997;1726;2077
1727;357;82;43;1988;1727;1458
1728;22544764;41;1021;2015;1728;12808
1729;22816087;35;309;2015;1729;7338
1730;16278318;37;164;2015;1730;9359
1731;6736971;37;829;2010;1731;1927
1732;209194;149;153;1924;1732;1072
1733;5352;100;69;2002;1733;1569
1734;139069;75;1022;1959;1734;3459
1735;23220;50;350;2005;1735;2367
1736;27833670;57;930;2016;1736;12710
1737;23174274;65;373;2016;1737;11596
1738;5310515;51;1023;2009;1738;9693
1739;2666;92;935;1987;1739;2133
1740;23899174;33;427;2015;1740;6087
1741;131359;61;153;1937;1741;2219
1742;207153;45;1024;1991;1742;1766
1743;14061955;44;646;2013;1743;9818
1744;465226;140;1025;2000;1744;3185
1745;6050678;54;143;2009;1745;6395
1746;13153;43;183;1995;1746;455
1747;4499669;36;1026;2008;1747;482
1748;14756;48;228;2005;1748;1870
1749;263050;45;1027;2004;1749;2166
1750;4866;175;198;1944;1750;1325
1751;114145;72;588;1994;1751;941
1752;77262;34;79;1990;1752;1983
1753;11561469;32;1028;2011;1753;5476
1754;6485421;14;41;2009;1754;
1755;14554;87;1029;1985;1755;1599
1756;276287;50;1030;1956;1756;93
1757;27252;75;1031;1996;1757;4079
1758;6259;71;1032;1993;1758;2543
1759;121127;45;339;2000;1759;987
1760;7243142;12;662;2010;1760;3022
1761;6346975;63;1033;2011;1761;4129
1762;5176;33;1034;1998;1762;1141
1763;33668;76;1035;2005;1763;1695
1764;2179276;74;172;2008;1764;1877
1765;858719;38;1036;1963;1765;536
1766;12680907;51;256;2012;1766;7159
1767;6604794;68;614;2010;1767;7709
1768;34504;103;304;1988;1768;
1769;17617277;28;1037;2013;1769;7007
1770;15729539;20;853;2013;1770;7761
1771;337113;596;1038;1848;1771;2751
1772;272895;59;1039;1941;1772;967
1773;13600318;29;620;2013;1773;5364
1774;65111;48;257;2004;1774;1545
1775;581409;33;1040;1975;1775;865
1776;11381643;17;1041;2011;1776;4884
1777;187633;15;1042;1993;1777;742
1778;91767;42;1043;1983;1778;330
1779;11918;68;574;2001;1779;3981
1780;8705784;29;1044;2011;1780;3837
1781;191113;24;1045;2003;1781;2832
1782;17347389;48;193;2013;1782;10775
1783;264;508;1046;1881;1783;2105
1784;264158;284;1047;1844;1784;1341
1785;99300;18;1048;1892;1785;1385
1786;26245850;51;1049;2016;1786;8059
1787;20317106;7;1050;2014;1787;5680
1788;24813;17;652;1995;1788;346
1789;4325;35;310;2000;1789;3813
1790;14568987;20;1051;2012;1790;5220
1791;248483;33;732;2007;1791;10310
1792;18749;96;453;2006;1792;5296
1793;105578;25;686;2005;1793;1244
1794;23209927;39;37;2015;1794;7018
1795;11607;51;465;1982;1795;1929
1796;68210;75;1052;2004;1796;7870
1797;2794;92;1053;1966;1797;3489
1798;11389875;3;113;2014;1798;5078
1799;8428064;46;711;2011;1799;4496
1800;22590;151;1054;1969;1800;2957
1801;15575;110;1055;1977;1801;3140
1802;32418;132;160;1999;1802;2098
1803;395871;33;1056;2007;1803;3856
1804;1466455;42;180;2003;1804;4126
1805;3575676;12;1056;2009;1805;809
1806;5174;63;1057;1996;1806;2655
1807;10626594;47;193;2011;1807;10427
1808;18966806;42;558;2016;1808;6398
1809;201341;41;864;1988;1809;654
1810;23848559;38;492;2015;1810;8498
1811;6420;26;158;2002;1811;1565
1812;13810;37;949;1982;1812;524
1813;15505346;53;1058;2011;1813;7927
1814;8492768;40;245;2011;1814;6006
1815;5509;48;1059;1987;1815;629
1816;13055592;41;589;2012;1816;7934
1817;41716;70;1060;1992;1817;745
1818;2168860;45;777;2008;1818;3250
1819;1282954;32;180;2006;1819;3819
1820;5047880;47;459;2009;1820;3102
1821;2292384;39;158;2008;1821;3147
1822;12615008;20;686;2011;1822;1656
1823;160629;109;1061;1958;1823;783
1824;162089;62;382;2007;1824;3150
1825;91253;76;948;1981;1825;1177
1826;98427;67;1062;1992;1826;555
1827;65118;62;257;2001;1827;1727
1828;330744;16;1063;1997;1828;374
1829;226162;34;1064;1976;1829;286
1830;6134826;69;297;2009;1830;3611
1831;12849385;58;717;2012;1831;3704
1832;2161733;127;1065;2008;1832;5355
1833;348225;32;1066;1998;1833;9362
1834;23751850;37;180;2011;1834;4525
1835;4008;165;1067;2000;1835;2393
1836;18419;30;1068;1993;1836;1320
1837;17306293;67;490;2013;1837;3531
1838;8357992;66;336;2010;1838;2627
1839;454856;30;1069;2007;1839;3736
1840;84136;49;1070;2002;1840;3081
1841;2029177;62;1071;2008;1841;5751
1842;111180;51;52;2002;1842;2690
1843;9844;54;1072;2005;1843;4372
1844;96647;47;1073;2004;1844;2078
1845;58027;91;1074;1996;1845;2881
1846;17876893;66;167;2014;1846;5234
1847;29946;91;1075;1977;1847;1821
1848;6381205;43;1076;2009;1848;8554
1849;17623975;50;119;2013;1849;7371
1850;1661957;50;1077;2008;1850;5180
1851;7170627;58;1078;2010;1851;4907
1852;270804;16;602;2007;1852;2455
1853;760;165;178;2004;1853;3018
1854;10872085;67;695;2011;1854;4459
1855;773038;66;1079;2013;1855;933
1856;79790;32;181;2004;1856;1525
1857;13835;52;892;1984;1857;1464
1858;13132;76;841;2004;1858;1718
1859;12543;28;1080;1994;1859;5306
1860;8835379;80;1081;2009;1860;8320
1861;6581511;64;297;2009;1861;2468
1862;216443;73;1082;1991;1862;2069
1863;13837;51;892;1988;1863;1217
1864;259538;55;1083;1987;1864;274
1865;129603;93;1084;1984;1865;1252
1866;18641982;33;1085;2014;1866;5343
1867;9496240;47;1086;2008;1867;5091
1868;14064;134;603;1954;1868;3636
1869;150739;33;1087;1990;1869;2695
1870;455925;32;336;2000;1870;2403
1871;37301;44;1088;1989;1871;1574
1872;84847;55;1089;1999;1872;610
1873;16703;58;360;2007;1873;6024
1874;13642950;22;1090;2013;1874;6388
1875;474858;22;1091;1998;1875;1518
1876;10428708;75;336;2011;1876;3274
1877;33514;240;1092;1918;1877;2942
1878;12948;832;1093;1898;1878;4401
1879;6066819;38;228;2009;1879;3481
1880;50027;49;1094;1990;1880;
1881;100365;57;1095;1974;1881;1346
1882;9572203;138;1025;2007;1882;5098
1883;166997;112;1096;1965;1883;6927
1884;24937;1;1097;2005;1884;241
1885;42607;709;121;1599;1885;1312
1886;95431;19;1098;1996;1886;1348
1887;15638;501;1099;1897;1887;1463
1888;12609;19;1100;1997;1888;3873
1889;3128411;29;631;2009;1889;2370
1890;8709526;26;161;2013;1890;5633
1891;6050298;39;677;2009;1891;4211
1892;16243;77;385;2004;1892;4910
1893;15799166;43;1101;2013;1893;2919
1894;17910611;59;85;2013;1894;5165
1895;25099;50;1102;1990;1895;1793
1896;1000751;405;1103;1912;1896;1424
1897;2743;48;170;1997;1897;2495
1898;17855756;49;490;2013;1898;3422
1899;13547188;49;52;2012;1899;5569
1900;10588;68;58;1993;1900;905
1901;7304203;37;677;2011;1901;6025
1902;3613997;82;69;2009;1902;3520
1903;13324841;35;27;2012;1903;7093
1904;18310944;13;1104;2015;1904;1043
1905;13569581;44;1105;2011;1905;3061
1906;7137775;37;361;2010;1906;3704
1907;93007;472;1106;1883;1907;665
1908;9915;96;349;1985;1908;2684
1909;875441;62;1107;2007;1909;5303
1910;93101;832;1108;800;1910;1553
1911;7093952;65;334;2010;1911;5736
1912;18467802;46;1109;2014;1912;5516
1913;9301;63;1012;1997;1913;1261
1914;41811;139;210;1954;1914;1689
1915;17800;101;1110;1988;1915;2561
1916;232109;63;1111;1965;1916;1419
1917;3432478;56;1112;2009;1917;8336
1918;189783;95;1055;1982;1918;1264
1919;7741325;40;944;2010;1919;6564
1920;17333230;82;1113;2013;1920;6613
1921;826584;20;319;1991;1921;774
1922;32421;60;264;2005;1922;1542
1923;4143;33;80;1994;1923;1498
1924;34517;80;304;1991;1924;
1925;17303;27;758;1989;1925;566
1926;69242;50;1114;2006;1926;1967
1927;401514;56;1115;1974;1927;940
1928;3679;71;649;2005;1928;3904
1929;13360;47;1116;1995;1929;951
1930;59829;72;588;2001;1930;1449
1931;645023;58;859;1984;1931;523
1932;8492319;43;306;2011;1932;3776
1933;7119070;11;1117;2010;1933;4898
1934;6566722;58;1118;2008;1934;4487
1935;18607805;45;1119;2011;1935;38
1936;4659;94;240;1998;1936;2298
1937;25350;119;28;1938;1937;2626
1938;6687;133;124;1972;1938;1890
1939;826585;16;319;1998;1939;829
1940;567678;78;1120;1984;1940;3081
1941;10112885;59;1121;2013;1941;8039
1942;10211494;15;1122;2011;1942;4440
1943;16085481;38;1123;2013;1943;6601
1944;51428;45;404;2005;1944;3101
1945;344262;49;677;2007;1945;4322
1946;2702704;45;677;2008;1946;3989
1947;22744701;25;1124;2014;1947;3527
1948;24120519;71;111;2015;1948;7936
1949;3102;131;541;1910;1949;1930
1950;102458;39;1125;1994;1950;618
1951;13643567;28;643;2012;1951;7708
1952;15724396;58;32;2015;1952;8632
1953;54499;426;1126;1850;1953;747
1954;89717;89;1127;1959;1954;5116
1955;18864;67;1128;1998;1955;1829
1956;8253;76;378;1941;1956;831
1957;31122;103;1129;1948;1957;6587
1958;7933617;61;185;2011;1958;2535
1959;6048530;36;158;2009;1959;3795
1960;38500;117;812;1978;1960;2040
1961;159178;45;1130;1982;1961;714
1962;6587387;20;631;2010;1962;2558
1963;31259;94;171;1990;1963;785
1964;68488;62;413;2001;1964;1297
1965;20821111;39;242;2014;1965;10093
1966;59810;57;588;1999;1966;1027
1967;30659;768;1131;180;1967;2613
1968;34262;47;1132;2004;1968;4375
1969;475;70;291;2004;1969;2667
1970;41219;114;1133;1990;1970;3563
1971;2753843;31;632;2008;1971;1565
1972;19668;72;216;1993;1972;931
1973;93981;321;1134;1899;1973;571
1974;19581;77;1135;1979;1974;1335
1975;65110;50;257;2005;1975;1581
1976;25;69;234;1998;1976;2335
1977;65112;51;257;2006;1977;3066
1978;14241;34;1136;1995;1978;2259
1979;15985348;43;150;2013;1979;9201
1980;24830;123;39;1951;1980;2615
1981;15852756;30;1137;2010;1981;2940
1982;17934530;51;1138;2014;1982;7109
1983;11479285;26;530;2011;1983;3706
1984;58922;56;247;1942;1984;756
1985;8520362;80;1139;2010;1985;1962
1986;5345;101;69;2006;1986;3891
1987;10617;24;465;1985;1987;651
1988;17568801;51;1140;2013;1988;4614
1989;761732;53;339;1999;1989;704
1990;11331421;83;1141;2002;1990;5650
1991;8935689;50;1142;1987;1991;2666
1992;759945;90;1143;1959;1992;1163
1993;31332;63;156;1998;1993;756
1994;17337562;32;530;2013;1994;
1995;768889;60;30;2000;1995;1627
1996;180617;1032;1144;1883;1996;1405
1997;9565548;33;1145;2012;1997;7661
1998;833253;39;1146;1996;1998;774
1999;249;205;1147;1934;1999;2526
2000;3086160;32;227;2007;2000;6180
2001;7952502;24;1148;2010;2001;526
2002;18386;438;1149;1886;2002;2623
2003;23995231;42;299;2015;2003;5918
2004;5306;123;23;1962;2004;3737
2005;10950924;31;1150;2011;2005;7099
2006;2890090;33;493;2013;2006;3565
2007;113304;92;1020;2000;2007;3391
2008;12983100;36;612;2013;2008;7048
2009;14996;61;264;2006;2009;2165
2010;42603;55;1151;1960;2010;2065
2011;1840511;59;149;2008;2011;2564
2012;13140;92;183;1996;2012;1228
2013;5015;83;162;2005;2013;3460
2014;185911;51;1152;1985;2014;578
2015;83674;146;1153;1992;2015;3458
2016;4494917;81;336;2009;2016;2359
2017;4588949;60;599;2009;2017;1929
2018;13507212;86;531;2012;2018;6371
2019;2921082;33;32;2008;2019;4229
2020;603204;24;1154;1998;2020;638
2021;690926;5;3;2007;2021;1127
2022;857502;75;1155;1912;2022;187
2023;186190;82;1156;1986;2023;1606
2024;11991;205;1157;1956;2024;1894
2025;7572;47;797;1976;2025;1609
2026;6138;260;1158;1868;2026;3297
2027;374233;131;1159;1979;2027;4093
2028;13521;36;98;2004;2028;3339
2029;815309;85;162;2007;2029;5255
2030;64854;48;536;1996;2030;551
2031;6531;92;357;1998;2031;522
2032;106264;53;1160;1985;2032;2038
2033;3554772;25;1161;2008;2033;4669
2034;33454;30;491;1995;2034;2221
2035;7857195;32;1162;2010;2035;4897
2036;7015403;49;1163;2010;2036;3712
2037;28214365;31;290;2016;2037;7843
2038;6267237;33;632;2009;2038;1477
2039;133526;33;874;1948;2039;991
2040;17340050;33;376;2013;2040;6563
2041;10566;101;58;2006;2041;2911
2042;15851746;63;1164;2012;2042;4604
2043;400354;81;304;1993;2043;
2044;495395;43;1165;2007;2044;4930
2045;42432;95;101;1981;2045;1069
2046;18465657;25;122;2014;2046;5155
2047;40493;132;346;1982;2047;1858
2048;15811568;81;710;2013;2048;4793
2049;78039;65;948;1968;2049;1082
2050;2985500;12;1056;2008;2050;1027
2051;13872;35;1166;1989;2051;5001
2052;1540;331;1167;-401;2052;1122
2053;5527;83;1168;1946;2053;1951
2054;5452;70;96;2005;2054;1581
2055;43931;110;710;2007;2055;3118
2056;187065;60;244;2004;2056;1177
2057;11600163;86;69;2011;2057;5422
2058;23604559;71;323;2013;2058;9989
2059;7959473;50;1169;2010;2059;2395
2060;13588356;44;1163;2012;2060;4612
2061;17333319;72;1170;2013;2061;8028
2062;45162;72;1011;2002;2062;3959
2063;40189;72;1171;1989;2063;2329
2064;37186;59;1172;2000;2064;7221
2065;10163292;91;88;2008;2065;5264
2066;762806;83;1173;1981;2066;807
2067;15781725;22;1174;2013;2067;4357
2068;25346;33;1175;1997;2068;3748
2069;23219;44;350;2006;2069;1899
2070;13563669;71;280;2012;2070;2619
2071;11925514;57;1176;2012;2071;11912
2072;270807;12;602;2006;2072;3379
2073;43330;91;1029;1982;2073;1313
2074;6539;103;357;1994;2074;969
2075;93722;48;350;2002;2075;1832
2076;19351;266;1177;-1750;2076;2247
2077;1254951;46;1178;2007;2077;4277
2078;19330;32;414;1986;2078;350
2079;11650;100;1179;1997;2079;3224
2080;24453082;65;31;2015;2080;6219
2081;19486421;20;315;2014;2081;3945
2082;646462;702;326;609;2082;2619
2083;476543;60;1180;2008;2083;2898
2084;2845024;43;309;2008;2084;4148
2085;6433752;43;79;2009;2085;7085
2086;34532;65;304;1996;2086;
2087;5190;37;1181;2000;2087;1417
2088;16130291;34;65;2013;2088;5804
2089;11768;83;240;1981;2089;1393
2090;15309;52;687;1994;2090;1737
2091;762053;71;588;2003;2091;847
2092;2241059;13;602;2008;2092;3085
2093;7746259;11;1182;2010;2093;77
2094;9583508;37;765;2011;2094;4838
2095;105549;18;190;1961;2095;809
2096;598160;30;480;1982;2096;576
2097;24861;347;1183;1919;2097;2305
2098;9590;80;53;1965;2098;1444
2099;282282;11;1184;2002;2099;488
2100;19030845;5;1185;1986;2100;77
2101;99298;17;2;1999;2101;265
2102;6597651;63;1186;2009;2102;5473
2103;92308;77;1187;1954;2103;502
2104;9627755;34;261;2014;2104;10433
2105;38619;49;1188;2007;2105;5139
2106;17255265;34;885;2013;2106;3750
2107;43944;161;1189;2004;2107;5644
2108;395233;32;1190;1914;2108;237
2109;34499;93;304;1988;2109;
2110;29801;30;496;2005;2110;1262
2111;22374;53;1191;1989;2111;1457
2112;20698530;44;539;2015;2112;10332
2113;23153154;56;717;2015;2113;4151
2114;2138727;41;1192;2008;2114;4921
2115;55403;41;1193;1999;2115;1245
2116;22055262;36;1194;2015;2116;11789
2117;3398625;52;1195;2009;2117;4698
2118;15704459;51;278;2015;2118;4426
2119;28249;77;1196;2001;2119;2029
2120;6693332;61;599;2010;2120;1665
2121;6977769;72;336;2010;2121;3235
2122;662597;22;1197;2000;2122;2498
2123;74532;140;124;1981;2123;1755
2124;41193;51;1198;1991;2124;2253
2125;24780;83;1199;1964;2125;2416
2126;2355575;26;631;2008;2126;2947
2127;770051;40;1200;2000;2127;1306
2128;77156;48;1201;1999;2128;3713
2129;62953;36;1202;1998;2129;1776
2130;11966216;59;928;2010;2130;2951
2131;19117;493;1203;1862;2131;1485
2132;113934;77;1204;1984;2132;1432
2133;9684523;42;583;2011;2133;5670
2134;2722413;52;1205;2008;2134;3117
2135;108942;86;336;2007;2135;2114
2136;2152;76;755;2004;2136;3866
2137;21965107;65;162;2014;2137;5131
2138;7023554;37;158;2009;2138;3784
2139;22543496;93;1206;2015;2139;4163
2140;12591698;5;779;2012;2140;3148
2141;13454149;30;1028;2012;2141;3380
2142;1375;255;1207;-762;2142;
2143;16992;32;1208;1996;2143;1020
2144;6882;163;1209;1969;2144;1421
2145;56373;58;1011;1998;2145;2008
2146;11607446;58;1210;2012;2146;4965
2147;2586771;39;1211;2008;2147;6018
2148;44184;39;1212;1999;2148;4394
2149;9814682;15;30;2011;2149;963
2150;132336;102;357;1991;2150;927
2151;16148398;4;660;2012;2151;980
2152;1651302;53;382;2007;2152;2204
2153;15717876;41;759;2012;2153;3269
2154;9533378;37;1213;2011;2154;5410
2155;22076;105;58;2002;2155;1279
2156;77507;55;1214;1993;2156;2212
2157;286957;336;1215;1892;2157;2482
2158;17136;31;1216;1968;2158;217
2159;628139;71;588;1998;2159;962
2160;12499290;35;559;2012;2160;1581
2161;18189606;23;1016;2014;2161;8622
2162;7907803;29;899;2010;2162;2840
2163;174703;79;1217;1969;2163;2441
2164;127823;69;770;2005;2164;1804
2165;165030;68;1012;2006;2165;1444
2166;18050143;50;1218;2014;2166;2872
2167;28260587;26;281;2016;2167;11495
2168;169848;35;1219;1843;2168;263
2169;26025580;35;21;2014;2169;7275
2170;16790;59;129;1998;2170;2160
2171;12820793;31;700;2013;2171;2388
2172;4985;67;53;1968;2172;1489
2173;16141924;16;1220;2013;2173;6014
2174;2279;23;263;1992;2174;1767
2175;16130;6;1221;2004;2175;4162
2176;7788;4;1222;2003;2176;140
2177;28381;632;1223;1842;2177;1613
2178;24920901;37;1224;2015;2178;7464
2179;26074181;20;157;2016;2179;9632
2180;11007587;57;717;2011;2180;2868
2181;551876;40;1225;1968;2181;761
2182;3099787;18;1056;2008;2182;2065
2183;8204005;16;1226;2010;2183;3383
2184;13143;82;183;1999;2184;927
2185;20803953;33;1227;2013;2185;5435
2186;10104;22;1228;1980;2186;1282
2187;76171;245;1229;1924;2187;2878
2188;14250;47;79;1993;2188;1776
2189;239399;45;589;2006;2189;2378
2190;6150;123;1230;1948;2190;3213
2191;887201;29;1231;1978;2191;214
2192;18943;27;1232;1999;2192;3334
2193;4268;81;393;2001;2193;2616
2194;25494343;64;41;2016;2194;12298
2195;2325825;81;1020;2007;2195;2729
2196;76683;102;210;1982;2196;862
2197;50798;202;1233;1895;2197;2304
2198;587582;58;859;1982;2198;793
2199;89723;58;1234;1949;2199;1357
2200;7182899;29;673;2010;2200;810
2201;5056084;58;1235;2009;2201;4840
2202;22188;86;1236;2002;2202;2345
2203;149572;103;638;1972;2203;512
2204;15823461;37;604;2013;2204;5320
2205;23692271;109;1237;2011;2205;6685
2206;9902804;15;1238;2011;2206;1582
2207;10805160;2;334;2012;2207;5418
2208;16001893;39;1239;2013;2208;3286
2209;569564;828;121;1623;2209;726
2210;13651;96;409;1974;2210;2959
2211;935308;142;1240;1991;2211;2598
2212;7933437;80;69;2010;2212;5332
2213;32424;81;264;1988;2213;1631
2214;21436;99;1241;1997;2214;1059
2215;80674;71;427;1980;2215;1195
2216;28815474;59;1242;2016;2216;8555
2217;11563110;33;785;2012;2217;4085
2218;17333324;43;1243;2013;2218;5950
2219;5038;48;339;2001;2219;751
2220;4122;40;1244;1994;2220;433
2221;20758175;20;1245;2014;2221;5564
2222;3412815;13;1246;2008;2222;466
2223;295961;81;1247;1975;2223;433
2224;30273;42;687;1996;2224;1144
2225;1857440;39;1248;2007;2225;4728
2226;17349;74;1249;1995;2226;1839
2227;6408862;37;1250;2009;2227;7331
2228;95558;7;1251;1961;2228;2268
2229;227603;30;1252;1994;2229;1526
2230;24784;74;1199;1965;2230;1167
2231;141565;34;1253;2006;2231;1266
2232;17888952;51;106;2013;2232;4466
2233;61115;30;181;2006;2233;1351
2234;17884042;30;846;2014;2234;4309
2235;16322;240;153;1936;2235;2159
2236;280111;1101;326;1909;2236;1804
2237;10993282;39;306;2012;2237;4414
2238;110391;57;1254;2000;2238;2634
2239;68378;60;851;1985;2239;450
2240;5517;56;1255;1959;2240;2052
2241;40445;60;1256;2002;2241;2685
2242;34993;71;216;1991;2242;544
2243;25837341;14;1257;2015;2243;2898
2244;17131869;24;660;2013;2244;4594
2245;231562;79;336;2004;2245;1986
2246;20604826;38;636;2014;2246;3223
2247;193755;87;1258;1997;2247;3657
2248;13538641;23;769;2012;2248;3844
2249;25387351;66;69;2015;2249;4701
2250;10538;63;234;2006;2250;4015
2251;7159515;71;1259;2010;2251;6113
2252;4912;85;137;1999;2252;1919
2253;39020;37;1260;2005;2253;2811
2254;22489107;27;191;2015;2254;10066
2255;361459;50;1261;1995;2255;2513
2256;381421;75;1262;2004;2256;984
2257;14940;70;1263;1962;2257;1096
2258;1128434;123;1264;1993;2258;3124
2259;17841;201;1265;1988;2259;2649
2260;270067;35;383;1978;2260;232
2261;21445;70;1035;2006;2261;1525
2262;153008;45;1266;2001;2262;3369
2263;7501962;37;1267;2009;2263;2924
2264;11746513;33;158;2011;2264;4637
2265;6686092;38;459;2010;2265;2084
2266;672493;314;1268;1948;2266;1172
2267;9659607;34;497;2011;2267;4391
2268;462033;40;1269;2003;2268;5293
2269;43916;39;949;1982;2269;1118
2270;5453;52;96;2007;2270;1702
2271;34527;73;304;1996;2271;
2272;7822895;41;16;2005;2272;1702
2273;29981261;21;1270;2016;2273;5415
2274;9370;29;797;1990;2274;1288
2275;5604848;31;777;2009;2275;2406
2276;16134782;25;1271;2012;2276;3181
2277;13128;99;183;2006;2277;1680
2278;19448;58;350;2002;2278;1821
2279;27;57;234;1991;2279;2168
2280;23228;39;546;2003;2280;3159
2281;17349023;27;227;2013;2281;5238
2282;3393124;38;183;2009;2282;2139
2283;7778981;54;1272;2010;2283;4209
2284;95186;79;1273;2006;2284;3409
2285;13813;57;949;1986;2285;494
2286;16640;429;1274;1774;2286;2541
2287;3570231;37;777;2008;2287;2429
2288;24687;41;1275;2001;2288;2942
2289;41424;39;1276;1978;2289;4417
2290;6604712;7;188;2009;2290;5125
2291;355917;71;1277;2006;2291;1472
2292;13637412;14;1278;2012;2292;7069
2293;10429092;34;1279;2011;2293;6054
2294;7137327;32;1280;2011;2294;4692
2295;4806;79;1281;1995;2295;1892
2296;232145;96;357;1997;2296;512
2297;14706;260;1282;1808;2297;815
2298;296662;22;1283;1995;2298;2240
2299;45108;45;413;2003;2299;1174
2300;3217221;33;1284;2008;2300;3216
2301;6043849;63;669;2009;2301;5069
2302;73062;101;1285;1991;2302;2290
2303;30241;44;687;1996;2303;1073
2304;46165;607;5;1920;2304;2777
2305;11797365;71;1286;2012;2305;4268
2306;30263;42;783;2005;2306;1240
2307;25852870;32;1072;2016;2307;7714
2308;6988014;30;1287;2008;2308;564
2309;597790;126;1288;2007;2309;2413
2310;78427;32;1289;2003;2310;3614
2311;61549;63;1290;1938;2311;2031
2312;234724;41;56;2002;2312;930
2313;19103097;29;402;2014;2313;4039
2314;10979;136;472;1932;2314;1948
2315;24335;60;1291;1970;2315;1651
2316;13641208;45;1292;2013;2316;5730
2317;6944032;61;1070;2002;2317;2339
2318;998;43;1293;1995;2318;2049
2319;5267365;49;444;2009;2319;2389
2320;14318;79;1294;2004;2320;1350
2321;26;47;234;1989;2321;2119
2322;9500416;40;208;2011;2322;4272
2323;43326;74;1029;1998;2323;1312
2324;8248;68;378;1939;2324;866
2325;18630;49;1142;1988;2325;1790
